date,location,waste_category,quantity_kg,people_count,meals_served,event_flag,previous_waste_kg,disposal_method
2025-03-21,Hostel A,Metal,1.22,449,386,false,,Recycling
2025-03-21,Hostel A,E-Waste,0.36,449,386,false,,Authorized Recycler
2025-03-21,Hostel A,Other,4.76,449,386,false,,Recycling
2025-03-21,Hostel B,Food,30.47,438,419,false,,Composting
2025-03-21,Hostel B,Plastic,8.03,438,419,false,,Recycling
2025-03-21,Hostel B,Paper,11.07,438,419,false,,Recycling
2025-03-21,Hostel B,Glass,2.07,438,419,false,,Recycling
2025-03-21,Hostel B,Metal,1.27,438,419,false,,Recycling
2025-03-21,Hostel B,E-Waste,0.29,438,419,false,,Authorized Recycler
2025-03-21,Hostel B,Other,4.84,438,419,false,,Recycling
2025-03-21,Food Court,Food,50.17,578,601,false,,Composting
2025-03-21,Food Court,Plastic,19.1,578,601,false,,Recycling
2025-03-21,Food Court,Paper,7.06,578,601,false,,Recycling
2025-03-21,Food Court,Glass,3.82,578,601,false,,Recycling
2025-03-21,Food Court,Metal,1.5,578,601,false,,Recycling
2025-03-21,Food Court,E-Waste,0.22,578,601,false,,Authorized Recycler
2025-03-21,Food Court,Other,5.86,578,601,false,,Recycling
2025-03-21,Academic Block,Food,4.95,1226,1099,false,,Composting
2025-03-21,Academic Block,Plastic,17.28,1226,1099,false,,Recycling
2025-03-21,Academic Block,Paper,17.79,1226,1099,false,,Recycling
2025-03-21,Academic Block,Glass,1.05,1226,1099,false,,Recycling
2025-03-21,Academic Block,Metal,0.96,1226,1099,false,,Recycling
2025-03-21,Academic Block,E-Waste,1.36,1226,1099,false,,Authorized Recycler
2025-03-21,Academic Block,Other,5.06,1226,1099,false,,Recycling
2025-03-21,Administration,Food,3.22,141,132,false,,Composting
2025-03-21,Administration,Plastic,2.92,141,132,false,,Recycling
2025-03-21,Administration,Paper,11.77,141,132,false,,Recycling
2025-03-21,Administration,Glass,0.6,141,132,false,,Recycling
2025-03-21,Administration,Metal,0.83,141,132,false,,Recycling
2025-03-21,Administration,E-Waste,1.03,141,132,false,,Authorized Recycler
2025-03-21,Administration,Other,3.83,141,132,false,,Recycling
2025-03-22,Main Canteen,Food,44.95,636,631,false,,Composting
2025-03-22,Main Canteen,Plastic,9.84,636,631,false,,Recycling
2025-03-22,Main Canteen,Paper,7.72,636,631,false,,Recycling
2025-03-22,Main Canteen,Glass,2.34,636,631,false,,Recycling
2025-03-22,Main Canteen,Metal,1.64,636,631,false,,Recycling
2025-03-22,Main Canteen,E-Waste,0.38,636,631,false,,Authorized Recycler
2025-03-22,Main Canteen,Other,5.62,636,631,false,,Recycling
2025-03-22,Hostel A,Food,21.54,327,321,false,,Composting
2025-03-22,Hostel A,Plastic,7.81,327,321,false,,Recycling
2025-03-22,Hostel A,Paper,4.06,327,321,false,,Recycling
2025-03-22,Hostel A,Glass,1.85,327,321,false,,Recycling
2025-03-22,Hostel A,Metal,0.91,327,321,false,,Recycling
2025-03-22,Hostel A,E-Waste,0.22,327,321,false,,Authorized Recycler
2025-03-22,Hostel A,Other,3.86,327,321,false,,Recycling
2025-03-22,Hostel B,Food,23.82,325,332,false,,Composting
2025-03-22,Hostel B,Plastic,7.34,325,332,false,,Recycling
2025-03-22,Hostel B,Paper,3.59,325,332,false,,Recycling
2025-03-22,Hostel B,Glass,1.57,325,332,false,,Recycling
2025-03-22,Hostel B,Metal,0.87,325,332,false,,Recycling
2025-03-22,Hostel B,E-Waste,0.23,325,332,false,,Authorized Recycler
2025-03-22,Hostel B,Other,3.41,325,332,false,,Recycling
2025-03-22,Food Court,Food,32.83,467,472,false,,Composting
2025-03-22,Food Court,Plastic,13.38,467,472,false,,Recycling
2025-03-22,Food Court,Paper,5.06,467,472,false,,Recycling
2025-03-22,Food Court,Glass,3.62,467,472,false,,Recycling
2025-03-22,Food Court,Metal,1.1,467,472,false,,Recycling
2025-03-22,Food Court,E-Waste,0.16,467,472,false,,Authorized Recycler
2025-03-22,Food Court,Other,4.24,467,472,false,,Recycling
2025-03-22,Academic Block,Food,4.06,970,896,false,,Composting
2025-03-22,Academic Block,Plastic,4.39,970,896,false,,Recycling
2025-03-22,Academic Block,Paper,12.76,970,896,false,,Recycling
2025-03-22,Academic Block,Glass,0.75,970,896,false,,Recycling
2025-03-22,Academic Block,Metal,0.89,970,896,false,,Recycling
2025-03-22,Academic Block,E-Waste,1.1,970,896,false,,Authorized Recycler
2025-03-22,Academic Block,Other,4.69,970,896,false,,Recycling
2025-03-22,Administration,Food,2.4,118,101,false,,Composting
2025-03-22,Administration,Plastic,2.87,118,101,false,,Recycling
2025-03-22,Administration,Paper,8.72,118,101,false,,Recycling
2025-03-22,Administration,Glass,1.25,118,101,false,,Recycling
2025-03-22,Administration,Metal,0.75,118,101,false,,Recycling
2025-03-22,Administration,E-Waste,0.64,118,101,false,,Authorized Recycler
2025-03-22,Administration,Other,2.71,118,101,false,,Recycling
2025-03-23,Main Canteen,Food,43.47,715,744,false,,Composting
2025-03-23,Main Canteen,Plastic,10.4,715,744,false,,Recycling
2025-03-23,Main Canteen,Paper,5.9,715,744,false,,Recycling
2025-03-23,Main Canteen,Glass,2.34,715,744,false,,Recycling
2025-03-23,Main Canteen,Metal,1.88,715,744,false,,Recycling
2025-03-23,Main Canteen,E-Waste,0.46,715,744,false,,Authorized Recycler
2025-03-23,Main Canteen,Other,5.09,715,744,false,,Recycling
2025-03-23,Hostel A,Food,25.18,361,367,false,,Composting
2025-03-23,Hostel A,Plastic,7.49,361,367,false,,Recycling
2025-03-23,Hostel A,Paper,3.69,361,367,false,,Recycling
2025-03-23,Hostel A,Glass,1.61,361,367,false,,Recycling
2025-03-23,Hostel A,Metal,0.81,361,367,false,,Recycling
2025-03-23,Hostel A,E-Waste,0.27,361,367,false,,Authorized Recycler
2025-03-23,Hostel A,Other,3.62,361,367,false,,Recycling
2025-03-23,Hostel B,Food,20.31,322,302,false,,Composting
2025-03-23,Hostel B,Plastic,5.78,322,302,false,,Recycling
2025-03-23,Hostel B,Paper,3.42,322,302,false,,Recycling
2025-03-23,Hostel B,Glass,1.68,322,302,false,,Recycling
2025-03-23,Hostel B,Metal,0.85,322,302,false,,Recycling
2025-03-23,Hostel B,E-Waste,0.25,322,302,false,,Authorized Recycler
2025-03-23,Hostel B,Other,3.26,322,302,false,,Recycling
2025-03-23,Food Court,Food,35.37,455,448,false,,Composting
2025-03-23,Food Court,Plastic,10.95,455,448,false,,Recycling
2025-03-23,Food Court,Paper,5.02,455,448,false,,Recycling
2025-03-23,Food Court,Glass,3.42,455,448,false,,Recycling
2025-03-23,Food Court,Metal,1.38,455,448,false,,Recycling
2025-03-23,Food Court,E-Waste,0.17,455,448,false,,Authorized Recycler
2025-03-23,Food Court,Other,4.11,455,448,false,,Recycling
2025-03-23,Academic Block,Food,3.95,832,710,false,,Composting
2025-03-23,Academic Block,Plastic,5.22,832,710,false,,Recycling
2025-03-23,Academic Block,Paper,13.53,832,710,false,,Recycling
2025-03-23,Academic Block,Glass,0.93,832,710,false,,Recycling
2025-03-23,Academic Block,Metal,0.83,832,710,false,,Recycling
2025-03-23,Academic Block,E-Waste,0.88,832,710,false,,Authorized Recycler
2025-03-23,Academic Block,Other,4.37,832,710,false,,Recycling
2025-03-23,Administration,Food,2.58,109,104,false,,Composting
2025-03-23,Administration,Plastic,2.86,109,104,false,,Recycling
2025-03-23,Administration,Paper,8.35,109,104,false,,Recycling
2025-03-23,Administration,Glass,0.46,109,104,false,,Recycling
2025-03-23,Administration,Metal,0.6,109,104,false,,Recycling
2025-03-23,Administration,E-Waste,0.63,109,104,false,,Authorized Recycler
2025-03-23,Administration,Other,2.31,109,104,false,,Recycling
2025-03-24,Main Canteen,Food,121.86,908,816,false,,Composting
2025-03-24,Main Canteen,Plastic,12.21,908,816,false,,Recycling
2025-03-24,Main Canteen,Paper,7.7,908,816,false,,Recycling
2025-03-24,Main Canteen,Glass,3.35,908,816,false,,Recycling
2025-03-24,Main Canteen,Metal,2.41,908,816,false,,Recycling
2025-03-24,Main Canteen,E-Waste,0.52,908,816,false,,Authorized Recycler
2025-03-24,Main Canteen,Other,6.76,908,816,false,,Recycling
2025-03-24,Hostel A,Food,30.86,458,426,false,,Composting
2025-03-24,Hostel A,Plastic,9.86,458,426,false,,Recycling
2025-03-24,Hostel A,Paper,5.02,458,426,false,,Recycling
2025-03-24,Hostel A,Glass,2.11,458,426,false,,Recycling
2025-03-24,Hostel A,Metal,1.14,458,426,false,,Recycling
2025-03-24,Hostel A,E-Waste,0.35,458,426,false,,Authorized Recycler
2025-03-24,Hostel A,Other,4.93,458,426,false,,Recycling
2025-03-24,Hostel B,Food,31.6,400,363,false,,Composting
2025-03-24,Hostel B,Plastic,7.94,400,363,false,,Recycling
2025-03-24,Hostel B,Paper,4.83,400,363,false,,Recycling
2025-03-24,Hostel B,Glass,1.92,400,363,false,,Recycling
2025-03-24,Hostel B,Metal,1.12,400,363,false,,Recycling
2025-03-24,Hostel B,E-Waste,0.34,400,363,false,,Authorized Recycler
2025-03-24,Hostel B,Other,4.52,400,363,false,,Recycling
2025-03-24,Food Court,Food,49.09,584,532,false,,Composting
2025-03-24,Food Court,Plastic,16.02,584,532,false,,Recycling
2025-03-24,Food Court,Paper,7.6,584,532,false,,Recycling
2025-03-24,Food Court,Glass,5.16,584,532,false,,Recycling
2025-03-24,Food Court,Metal,1.84,584,532,false,,Recycling
2025-03-24,Food Court,E-Waste,0.23,584,532,false,,Authorized Recycler
2025-03-24,Food Court,Other,5.43,584,532,false,,Recycling
2025-03-24,Academic Block,Food,6.04,1158,1091,false,,Composting
2025-03-24,Academic Block,Plastic,6.4,1158,1091,false,,Recycling
2025-03-24,Academic Block,Paper,13.71,1158,1091,false,,Recycling
2025-03-24,Academic Block,Glass,1.17,1158,1091,false,,Recycling
2025-03-24,Academic Block,Metal,1.01,1158,1091,false,,Recycling
2025-03-24,Academic Block,E-Waste,1.36,1158,1091,false,,Authorized Recycler
2025-03-24,Academic Block,Other,5.87,1158,1091,false,,Recycling
2025-03-24,Administration,Food,3.84,143,146,false,,Composting
2025-03-24,Administration,Plastic,2.96,143,146,false,,Recycling
2025-03-24,Administration,Paper,12.15,143,146,false,,Recycling
2025-03-24,Administration,Glass,0.6,143,146,false,,Recycling
2025-03-24,Administration,Metal,0.84,143,146,false,,Recycling
2025-03-24,Administration,E-Waste,0.83,143,146,false,,Authorized Recycler
2025-03-24,Administration,Other,3.01,143,146,false,,Recycling
2025-03-25,Main Canteen,Food,69.45,915,942,false,,Composting
2025-03-25,Main Canteen,Plastic,13.74,915,942,false,,Recycling
2025-03-25,Main Canteen,Paper,8.58,915,942,false,,Recycling
2025-03-25,Main Canteen,Glass,3,915,942,false,,Recycling
2025-03-25,Main Canteen,Metal,2.11,915,942,false,,Recycling
2025-03-25,Main Canteen,E-Waste,0.62,915,942,false,,Authorized Recycler
2025-03-25,Main Canteen,Other,6.2,915,942,false,,Recycling
2025-03-25,Hostel A,Food,33.43,464,409,false,,Composting
2025-03-25,Hostel A,Plastic,10.26,464,409,false,,Recycling
2025-03-25,Hostel A,Paper,4.91,464,409,false,,Recycling
2025-03-25,Hostel A,Glass,2.26,464,409,false,,Recycling
2025-03-25,Hostel A,Metal,1.09,464,409,false,,Recycling
2025-03-25,Hostel A,E-Waste,0.37,464,409,false,,Authorized Recycler
2025-03-25,Hostel A,Other,4.27,464,409,false,,Recycling
2025-03-25,Hostel B,Food,28.18,396,412,false,,Composting
2025-03-25,Hostel B,Plastic,8.33,396,412,false,,Recycling
2025-03-25,Hostel B,Paper,3.95,396,412,false,,Recycling
2025-03-25,Hostel B,Glass,2.25,396,412,false,,Recycling
2025-03-25,Hostel B,Metal,1.16,396,412,false,,Recycling
2025-03-25,Hostel B,E-Waste,0.35,396,412,false,,Authorized Recycler
2025-03-25,Hostel B,Other,4.08,396,412,false,,Recycling
2025-03-25,Food Court,Food,51.36,622,599,false,,Composting
2025-03-25,Food Court,Plastic,16.99,622,599,false,,Recycling
2025-03-25,Food Court,Paper,7.66,622,599,false,,Recycling
2025-03-25,Food Court,Glass,4.58,622,599,false,,Recycling
2025-03-25,Food Court,Metal,1.87,622,599,false,,Recycling
2025-03-25,Food Court,E-Waste,0.23,622,599,false,,Authorized Recycler
2025-03-25,Food Court,Other,5.96,622,599,false,,Recycling
2025-03-25,Academic Block,Food,4.85,1201,1055,false,,Composting
2025-03-25,Academic Block,Plastic,7.19,1201,1055,false,,Recycling
2025-03-25,Academic Block,Paper,17.24,1201,1055,false,,Recycling
2025-03-25,Academic Block,Glass,1.15,1201,1055,false,,Recycling
2025-03-25,Academic Block,Metal,1.28,1201,1055,false,,Recycling
2025-03-25,Academic Block,E-Waste,1.19,1201,1055,false,,Authorized Recycler
2025-03-25,Academic Block,Other,5.68,1201,1055,false,,Recycling
2025-03-25,Administration,Food,3.62,155,139,false,,Composting
2025-03-25,Administration,Plastic,3.14,155,139,false,,Recycling
2025-03-25,Administration,Paper,10.85,155,139,false,,Recycling
2025-03-25,Administration,Glass,0.48,155,139,false,,Recycling
2025-03-25,Administration,Metal,0.79,155,139,false,,Recycling
2025-03-25,Administration,E-Waste,0.83,155,139,false,,Authorized Recycler
2025-03-25,Administration,Other,3.17,155,139,false,,Recycling
2025-03-26,Main Canteen,Food,65.01,882,922,false,,Composting
2025-03-26,Main Canteen,Plastic,15.12,882,922,false,,Recycling
2025-03-26,Main Canteen,Paper,8.77,882,922,false,,Recycling
2025-03-26,Main Canteen,Glass,3.84,882,922,false,,Recycling
2025-03-26,Main Canteen,Metal,2.02,882,922,false,,Recycling
2025-03-26,Main Canteen,E-Waste,0.57,882,922,false,,Authorized Recycler
2025-03-26,Main Canteen,Other,6.69,882,922,false,,Recycling
2025-03-26,Hostel A,Food,30,443,385,false,,Composting
2025-03-26,Hostel A,Plastic,10.2,443,385,false,,Recycling
2025-03-26,Hostel A,Paper,6.42,443,385,false,,Recycling
2025-03-26,Hostel A,Glass,2.23,443,385,false,,Recycling
2025-03-26,Hostel A,Metal,1.11,443,385,false,,Recycling
2025-03-26,Hostel A,E-Waste,0.31,443,385,false,,Authorized Recycler
2025-03-26,Hostel A,Other,5.07,443,385,false,,Recycling
2025-03-26,Hostel B,Food,30.69,427,392,false,,Composting
2025-03-26,Hostel B,Plastic,9.82,427,392,false,,Recycling
2025-03-26,Hostel B,Paper,4.23,427,392,false,,Recycling
2025-03-26,Hostel B,Glass,2.56,427,392,false,,Recycling
2025-03-26,Hostel B,Metal,1.11,427,392,false,,Recycling
2025-03-26,Hostel B,E-Waste,0.38,427,392,false,,Authorized Recycler
2025-03-26,Hostel B,Other,4.03,427,392,false,,Recycling
2025-03-26,Food Court,Food,47.13,571,576,false,,Composting
2025-03-26,Food Court,Plastic,16.09,571,576,false,,Recycling
2025-03-26,Food Court,Paper,6.53,571,576,false,,Recycling
2025-03-26,Food Court,Glass,5.16,571,576,false,,Recycling
2025-03-26,Food Court,Metal,1.87,571,576,false,,Recycling
2025-03-26,Food Court,E-Waste,0.21,571,576,false,,Authorized Recycler
2025-03-26,Food Court,Other,5.12,571,576,false,,Recycling
2025-03-26,Academic Block,Food,5.46,1109,1093,false,,Composting
2025-03-26,Academic Block,Plastic,7.01,1109,1093,false,,Recycling
2025-03-26,Academic Block,Paper,14.3,1109,1093,false,,Recycling
2025-03-26,Academic Block,Glass,1.26,1109,1093,false,,Recycling
2025-03-26,Academic Block,Metal,1.16,1109,1093,false,,Recycling
2025-03-26,Academic Block,E-Waste,1.42,1109,1093,false,,Authorized Recycler
2025-03-26,Academic Block,Other,5.05,1109,1093,false,,Recycling
2025-03-26,Administration,Food,3.7,149,156,false,,Composting
2025-03-26,Administration,Plastic,3.39,149,156,false,,Recycling
2025-03-26,Administration,Paper,11.29,149,156,false,,Recycling
2025-03-26,Administration,Glass,0.64,149,156,false,,Recycling
2025-03-26,Administration,Metal,0.85,149,156,false,,Recycling
2025-03-26,Administration,E-Waste,0.8,149,156,false,,Authorized Recycler
2025-03-26,Administration,Other,3.29,149,156,false,,Recycling
2025-03-27,Main Canteen,Food,64,955,942,false,,Composting
2025-03-27,Main Canteen,Plastic,13.65,955,942,false,,Recycling
2025-03-27,Main Canteen,Paper,9.15,955,942,false,,Recycling
2025-03-27,Main Canteen,Glass,3.19,955,942,false,,Recycling
2025-03-27,Main Canteen,Metal,2.35,955,942,false,,Recycling
2025-03-27,Main Canteen,E-Waste,0.59,955,942,false,,Authorized Recycler
2025-03-27,Main Canteen,Other,6.88,955,942,false,,Recycling
2025-03-27,Hostel A,Food,34.08,419,403,false,,Composting
2025-03-27,Hostel A,Plastic,10.71,419,403,false,,Recycling
2025-03-27,Hostel A,Paper,5.05,419,403,false,,Recycling
2025-03-27,Hostel A,Glass,2.25,419,403,false,,Recycling
2025-03-27,Hostel A,Metal,0.97,419,403,false,,Recycling
2025-03-27,Hostel A,E-Waste,0.31,419,403,false,,Authorized Recycler
2025-03-27,Hostel A,Other,5.06,419,403,false,,Recycling
2025-03-27,Hostel B,Food,32.87,448,454,false,,Composting
2025-03-27,Hostel B,Plastic,7.9,448,454,false,,Recycling
2025-03-27,Hostel B,Paper,4.76,448,454,false,,Recycling
2025-03-27,Hostel B,Glass,2.39,448,454,false,,Recycling
2025-03-27,Hostel B,Metal,1.08,448,454,false,,Recycling
2025-03-27,Hostel B,E-Waste,0.35,448,454,false,,Authorized Recycler
2025-03-27,Hostel B,Other,4.85,448,454,false,,Recycling
2025-03-27,Food Court,Food,40.89,560,511,false,,Composting
2025-03-27,Food Court,Plastic,15,560,511,false,,Recycling
2025-03-27,Food Court,Paper,6.89,560,511,false,,Recycling
2025-03-27,Food Court,Glass,10.78,560,511,false,,Recycling
2025-03-27,Food Court,Metal,1.65,560,511,false,,Recycling
2025-03-27,Food Court,E-Waste,0.21,560,511,false,,Authorized Recycler
2025-03-27,Food Court,Other,5.46,560,511,false,,Recycling
2025-03-27,Academic Block,Food,5.6,1180,1043,false,,Composting
2025-03-27,Academic Block,Plastic,7.54,1180,1043,false,,Recycling
2025-03-27,Academic Block,Paper,16.18,1180,1043,false,,Recycling
2025-03-27,Academic Block,Glass,1.21,1180,1043,false,,Recycling
2025-03-27,Academic Block,Metal,1.23,1180,1043,false,,Recycling
2025-03-27,Academic Block,E-Waste,1.28,1180,1043,false,,Authorized Recycler
2025-03-27,Academic Block,Other,5.34,1180,1043,false,,Recycling
2025-03-27,Administration,Food,3.82,150,143,false,,Composting
2025-03-27,Administration,Plastic,3.45,150,143,false,,Recycling
2025-03-27,Administration,Paper,10.57,150,143,false,,Recycling
2025-03-27,Administration,Glass,0.61,150,143,false,,Recycling
2025-03-27,Administration,Metal,0.98,150,143,false,,Recycling
2025-03-27,Administration,E-Waste,0.91,150,143,false,,Authorized Recycler
2025-03-27,Administration,Other,3.01,150,143,false,,Recycling
2025-03-28,Main Canteen,Food,62.42,878,758,false,,Composting
2025-03-28,Main Canteen,Plastic,13.09,878,758,false,,Recycling
2025-03-28,Main Canteen,Paper,9.2,878,758,false,,Recycling
2025-03-28,Main Canteen,Glass,3.51,878,758,false,,Recycling
2025-03-28,Main Canteen,Metal,2.5,878,758,false,,Recycling
2025-03-28,Main Canteen,E-Waste,0.61,878,758,false,,Authorized Recycler
2025-03-28,Main Canteen,Other,6.06,878,758,false,,Recycling
2025-03-28,Hostel A,Food,31.79,476,500,false,,Composting
2025-03-28,Hostel A,Plastic,10.02,476,500,false,,Recycling
2025-03-28,Hostel A,Paper,6.08,476,500,false,,Recycling
2025-03-28,Hostel A,Glass,2.25,476,500,false,,Recycling
2025-03-28,Hostel A,Metal,1.25,476,500,false,,Recycling
2025-03-28,Hostel A,E-Waste,0.38,476,500,false,,Authorized Recycler
2025-03-28,Hostel A,Other,4.73,476,500,false,,Recycling
2025-03-28,Hostel B,Food,31.75,433,382,false,,Composting
2025-03-28,Hostel B,Plastic,8.1,433,382,false,,Recycling
2025-03-28,Hostel B,Paper,4.25,433,382,false,,Recycling
2025-03-28,Hostel B,Glass,1.95,433,382,false,,Recycling
2025-03-28,Hostel B,Metal,1.07,433,382,false,,Recycling
2025-03-28,Hostel B,E-Waste,0.29,433,382,false,,Authorized Recycler
2025-03-28,Hostel B,Other,4.91,433,382,false,,Recycling
2025-03-28,Food Court,Food,40.56,596,615,false,,Composting
2025-03-28,Food Court,Plastic,14.8,596,615,false,,Recycling
2025-03-28,Food Court,Paper,7.66,596,615,false,,Recycling
2025-03-28,Food Court,Glass,3.94,596,615,false,,Recycling
2025-03-28,Food Court,Metal,1.57,596,615,false,,Recycling
2025-03-28,Food Court,E-Waste,0.2,596,615,false,,Authorized Recycler
2025-03-28,Food Court,Other,4.95,596,615,false,,Recycling
2025-03-28,Academic Block,Food,5.11,1225,1207,false,,Composting
2025-03-28,Academic Block,Plastic,6.86,1225,1207,false,,Recycling
2025-03-28,Academic Block,Paper,16.1,1225,1207,false,,Recycling
2025-03-28,Academic Block,Glass,1.17,1225,1207,false,,Recycling
2025-03-28,Academic Block,Metal,1.22,1225,1207,false,,Recycling
2025-03-28,Academic Block,E-Waste,1.3,1225,1207,false,,Authorized Recycler
2025-03-28,Academic Block,Other,6.04,1225,1207,false,,Recycling
2025-03-28,Administration,Food,3.28,140,125,false,,Composting
2025-03-28,Administration,Plastic,3.72,140,125,false,,Recycling
2025-03-28,Administration,Paper,12.43,140,125,false,,Recycling
2025-03-28,Administration,Glass,0.64,140,125,false,,Recycling
2025-03-28,Administration,Metal,0.83,140,125,false,,Recycling
2025-03-28,Administration,E-Waste,0.87,140,125,false,,Authorized Recycler
2025-03-28,Administration,Other,3.29,140,125,false,,Recycling
2025-03-29,Main Canteen,Food,53.48,655,606,false,,Composting
2025-03-29,Main Canteen,Plastic,8.86,655,606,false,,Recycling
2025-03-29,Main Canteen,Paper,6.54,655,606,false,,Recycling
2025-03-29,Main Canteen,Glass,2.2,655,606,false,,Recycling
2025-03-29,Main Canteen,Metal,1.58,655,606,false,,Recycling
2025-03-29,Main Canteen,E-Waste,0.46,655,606,false,,Authorized Recycler
2025-03-29,Main Canteen,Other,5.67,655,606,false,,Recycling
2025-03-29,Hostel A,Food,27.85,330,338,false,,Composting
2025-03-29,Hostel A,Plastic,8.35,330,338,false,,Recycling
2025-03-29,Hostel A,Paper,4.44,330,338,false,,Recycling
2025-03-29,Hostel A,Glass,1.88,330,338,false,,Recycling
2025-03-29,Hostel A,Metal,0.77,330,338,false,,Recycling
2025-03-29,Hostel A,E-Waste,0.25,330,338,false,,Authorized Recycler
2025-03-29,Hostel A,Other,3.1,330,338,false,,Recycling
2025-03-29,Hostel B,Food,21.84,306,279,false,,Composting
2025-03-29,Hostel B,Plastic,6.24,306,279,false,,Recycling
2025-03-29,Hostel B,Paper,3.45,306,279,false,,Recycling
2025-03-29,Hostel B,Glass,1.53,306,279,false,,Recycling
2025-03-29,Hostel B,Metal,0.78,306,279,false,,Recycling
2025-03-29,Hostel B,E-Waste,0.23,306,279,false,,Authorized Recycler
2025-03-29,Hostel B,Other,3.55,306,279,false,,Recycling
2025-03-29,Food Court,Food,35.64,456,401,false,,Composting
2025-03-29,Food Court,Plastic,10.89,456,401,false,,Recycling
2025-03-29,Food Court,Paper,5.19,456,401,false,,Recycling
2025-03-29,Food Court,Glass,3.1,456,401,false,,Recycling
2025-03-29,Food Court,Metal,1.31,456,401,false,,Recycling
2025-03-29,Food Court,E-Waste,0.17,456,401,false,,Authorized Recycler
2025-03-29,Food Court,Other,3.85,456,401,false,,Recycling
2025-03-29,Academic Block,Food,4.69,932,841,false,,Composting
2025-03-29,Academic Block,Plastic,5.76,932,841,false,,Recycling
2025-03-29,Academic Block,Paper,12.67,932,841,false,,Recycling
2025-03-29,Academic Block,Glass,0.93,932,841,false,,Recycling
2025-03-29,Academic Block,Metal,0.92,932,841,false,,Recycling
2025-03-29,Academic Block,E-Waste,1.15,932,841,false,,Authorized Recycler
2025-03-29,Academic Block,Other,4.59,932,841,false,,Recycling
2025-03-29,Administration,Food,2.7,105,93,false,,Composting
2025-03-29,Administration,Plastic,2.2,105,93,false,,Recycling
2025-03-29,Administration,Paper,7.52,105,93,false,,Recycling
2025-03-29,Administration,Glass,0.4,105,93,false,,Recycling
2025-03-29,Administration,Metal,0.78,105,93,false,,Recycling
2025-03-29,Administration,E-Waste,0.63,105,93,false,,Authorized Recycler
2025-03-29,Administration,Other,2.32,105,93,false,,Recycling
2025-03-30,Main Canteen,Food,51.86,719,737,false,,Composting
2025-03-30,Main Canteen,Plastic,10.5,719,737,false,,Recycling
2025-03-30,Main Canteen,Paper,6.1,719,737,false,,Recycling
2025-03-30,Main Canteen,Glass,2.34,719,737,false,,Recycling
2025-03-30,Main Canteen,Metal,1.89,719,737,false,,Recycling
2025-03-30,Main Canteen,E-Waste,0.37,719,737,false,,Authorized Recycler
2025-03-30,Main Canteen,Other,5.38,719,737,false,,Recycling
2025-03-30,Hostel A,Food,29.05,331,314,false,,Composting
2025-03-30,Hostel A,Plastic,7.83,331,314,false,,Recycling
2025-03-30,Hostel A,Paper,4.14,331,314,false,,Recycling
2025-03-30,Hostel A,Glass,1.54,331,314,false,,Recycling
2025-03-30,Hostel A,Metal,0.78,331,314,false,,Recycling
2025-03-30,Hostel A,E-Waste,0.24,331,314,false,,Authorized Recycler
2025-03-30,Hostel A,Other,2.96,331,314,false,,Recycling
2025-03-30,Hostel B,Food,23.56,290,271,false,,Composting
2025-03-30,Hostel B,Plastic,7.69,290,271,false,,Recycling
2025-03-30,Hostel B,Paper,3.1,290,271,false,,Recycling
2025-03-30,Hostel B,Glass,1.52,290,271,false,,Recycling
2025-03-30,Hostel B,Metal,0.76,290,271,false,,Recycling
2025-03-30,Hostel B,E-Waste,0.23,290,271,false,,Authorized Recycler
2025-03-30,Hostel B,Other,3.61,290,271,false,,Recycling
2025-03-30,Food Court,Food,31.44,485,435,false,,Composting
2025-03-30,Food Court,Plastic,12.66,485,435,false,,Recycling
2025-03-30,Food Court,Paper,5.6,485,435,false,,Recycling
2025-03-30,Food Court,Glass,3.66,485,435,false,,Recycling
2025-03-30,Food Court,Metal,1.39,485,435,false,,Recycling
2025-03-30,Food Court,E-Waste,0.2,485,435,false,,Authorized Recycler
2025-03-30,Food Court,Other,3.65,485,435,false,,Recycling
2025-03-30,Academic Block,Food,4.65,971,874,false,,Composting
2025-03-30,Academic Block,Plastic,4.96,971,874,false,,Recycling
2025-03-30,Academic Block,Paper,11.55,971,874,false,,Recycling
2025-03-30,Academic Block,Glass,0.88,971,874,false,,Recycling
2025-03-30,Academic Block,Metal,0.78,971,874,false,,Recycling
2025-03-30,Academic Block,E-Waste,0.98,971,874,false,,Authorized Recycler
2025-03-30,Academic Block,Other,4.6,971,874,false,,Recycling
2025-03-30,Administration,Food,2.32,118,118,false,,Composting
2025-03-30,Administration,Plastic,2.6,118,118,false,,Recycling
2025-03-30,Administration,Paper,8.45,118,118,false,,Recycling
2025-03-30,Administration,Glass,0.39,118,118,false,,Recycling
2025-03-30,Administration,Metal,0.65,118,118,false,,Recycling
2025-03-30,Administration,E-Waste,0.7,118,118,false,,Authorized Recycler
2025-03-30,Administration,Other,2.81,118,118,false,,Recycling
2025-03-31,Main Canteen,Food,62.13,896,921,false,,Composting
2025-03-31,Main Canteen,Plastic,12.87,896,921,false,,Recycling
2025-03-31,Main Canteen,Paper,8.36,896,921,false,,Recycling
2025-03-31,Main Canteen,Glass,3.38,896,921,false,,Recycling
2025-03-31,Main Canteen,Metal,1.93,896,921,false,,Recycling
2025-03-31,Main Canteen,E-Waste,0.65,896,921,false,,Authorized Recycler
2025-03-31,Main Canteen,Other,7.62,896,921,false,,Recycling
2025-03-31,Hostel A,Food,29.74,432,384,false,,Composting
